n,pts_time,fps,frame_idx
209,880.367,30.0,26411
210,884.933,30.0,26547
211,891.367,30.0,26741
212,895.533,30.0,26865
213,897.8,30.0,26934
214,903.2,30.0,27096
215,906.533,30.0,27195
216,913.0,30.0,27390
217,916.0,30.0,27480
218,921.967,30.0,27659
219,928.967,30.0,27869
220,932.467,30.0,27974
221,938.267,30.0,28148
222,943.9,30.0,28317
223,946.933,30.0,28407
224,953.933,30.0,28617
225,957.333,30.0,28719
226,959.333,30.0,28779
227,966.133,30.0,28983
228,970.9,30.0,29127
229,972.1,30.0,29163
230,974.6,30.0,29238
231,977.667,30.0,29330
232,983.2,30.0,29496
233,984.2,30.0,29526
234,986.667,30.0,29600
235,990.567,30.0,29717
236,994.533,30.0,29835
237,1000.37,30.0,30011
238,1003.6,30.0,30108
239,1008.6,30.0,30258
240,1011.6,30.0,30348
241,1017.4,30.0,30522
242,1021.4,30.0,30642
243,1024.97,30.0,30749
244,1025.97,30.0,30779
245,1028.97,30.0,30869
246,1032.8,30.0,30984
247,1036.4,30.0,31092
248,1040.33,30.0,31209
249,1046.8,30.0,31404
250,1050.2,30.0,31506
251,1053.2,30.0,31596
252,1053.6,30.0,31607
253,1059.0,30.0,31770
254,1061.8,30.0,31854
255,1064.27,30.0,31928
256,1069.27,30.0,32078
257,1074.27,30.0,32228
258,1080.7,30.0,32421
259,1083.5,30.0,32505
260,1087.37,30.0,32621
261,1091.73,30.0,32751
262,1092.17,30.0,32765
263,1094.57,30.0,32837
264,1097.57,30.0,32927
265,1104.57,30.0,33137
266,1107.57,30.0,33227
1,0.0,30.0,0
2,3.0,30.0,90
3,9.56667,30.0,287
4,12.5667,30.0,377
5,14.8,30.0,444
6,18.5667,30.0,557
7,19.9,30.0,597
8,23.6667,30.0,710
9,24.8667,30.0,746
10,30.2,30.0,906
11,31.8667,30.0,956
12,38.8,30.0,1164
13,43.0,30.0,1290
14,49.0,30.0,1470
15,54.7333,30.0,1641
16,59.9667,30.0,1799
17,61.7333,30.0,1851
18,65.7667,30.0,1973
19,67.9667,30.0,2039
20,70.6,30.0,2118
21,73.7,30.0,2211
22,77.3333,30.0,2319
23,79.4,30.0,2382
24,81.9,30.0,2457
25,84.7667,30.0,2543
26,87.7667,30.0,2633
27,93.0,30.0,2790
28,96.0667,30.0,2882
29,101.8,30.0,3054
30,106.9,30.0,3207
31,110.267,30.0,3308
32,111.533,30.0,3345
33,114.3,30.0,3429
34,121.3,30.0,3639
35,125.133,30.0,3753
36,131.133,30.0,3933
37,134.533,30.0,4035
38,140.333,30.0,4209
39,147.3,30.0,4419
40,153.3,30.0,4599
41,157.533,30.0,4725
42,159.967,30.0,4799
43,164.267,30.0,4928
44,166.9,30.0,5007
45,170.4,30.0,5112
46,173.467,30.0,5204
47,180.467,30.0,5414
48,187.467,30.0,5624
49,192.0,30.0,5760
50,194.367,30.0,5831
51,198.8,30.0,5964
52,205.6,30.0,6168
53,209.9,30.0,6297
54,211.5,30.0,6345
55,214.1,30.0,6423
56,215.933,30.0,6477
57,220.533,30.0,6615
58,222.167,30.0,6665
59,226.867,30.0,6806
60,228.2,30.0,6846
61,231.533,30.0,6945
62,234.2,30.0,7026
63,239.167,30.0,7175
64,243.1,30.0,7293
65,244.4,30.0,7332
66,247.733,30.0,7431
67,249.167,30.0,7475
68,251.667,30.0,7550
69,258.667,30.0,7760
70,262.667,30.0,7880
71,267.4,30.0,8021
72,272.733,30.0,8181
73,276.5,30.0,8295
74,282.167,30.0,8465
75,285.9,30.0,8577
76,288.967,30.0,8669
77,293.867,30.0,8816
78,295.967,30.0,8879
79,299.333,30.0,8979
80,302.8,30.0,9084
81,308.5,30.0,9255
82,312.967,30.0,9389
83,315.733,30.0,9471
84,318.3,30.0,9549
85,321.1,30.0,9633
86,322.5,30.0,9675
87,326.5,30.0,9795
88,333.5,30.0,10005
89,336.5,30.0,10095
90,343.5,30.0,10305
91,349.167,30.0,10475
92,352.5,30.0,10575
93,359.5,30.0,10785
94,361.267,30.0,10838
95,362.5,30.0,10875
96,365.533,30.0,10965
97,368.533,30.0,11055
98,372.0,30.0,11160
99,376.1,30.0,11283
100,379.133,30.0,11373
101,385.133,30.0,11553
102,389.267,30.0,11678
103,393.1,30.0,11793
104,397.267,30.0,11918
105,403.9,30.0,12117
106,407.967,30.0,12239
107,411.967,30.0,12359
108,418.967,30.0,12569
109,423.0,30.0,12690
110,427.533,30.0,12825
111,431.133,30.0,12933
112,433.667,30.0,13010
113,440.3,30.0,13209
114,444.067,30.0,13322
115,445.767,30.0,13373
116,447.167,30.0,13415
117,449.533,30.0,13485
118,451.967,30.0,13559
119,454.3,30.0,13629
120,456.167,30.0,13685
121,458.8,30.0,13764
122,463.4,30.0,13902
123,465.267,30.0,13958
124,467.3,30.0,14019
125,469.533,30.0,14085
126,472.333,30.0,14169
127,475.867,30.0,14276
128,482.867,30.0,14486
129,489.7,30.0,14691
130,494.367,30.0,14831
131,501.133,30.0,15033
132,504.167,30.0,15125
133,505.167,30.0,15155
134,508.4,30.0,15252
135,511.067,30.0,15332
136,516.967,30.0,15509
137,520.7,30.0,15621
138,523.6,30.0,15708
139,529.1,30.0,15873
140,534.267,30.0,16028
141,535.533,30.0,16065
142,538.067,30.0,16142
143,541.767,30.0,16253
144,548.767,30.0,16463
145,549.967,30.0,16499
146,554.0,30.0,16620
147,560.6,30.0,16818
148,567.6,30.0,17028
149,573.167,30.0,17195
150,579.6,30.0,17388
151,586.4,30.0,17592
152,590.867,30.0,17726
153,594.2,30.0,17826
154,596.367,30.0,17891
155,599.533,30.0,17985
156,602.367,30.0,18071
157,607.267,30.0,18218
158,608.267,30.0,18248
159,611.567,30.0,18347
160,616.933,30.0,18507
161,620.567,30.0,18617
162,621.2,30.0,18636
163,623.167,30.0,18695
164,626.8,30.0,18804
165,633.8,30.0,19014
166,637.8,30.0,19134
167,641.533,30.0,19245
168,646.8,30.0,19404
169,651.767,30.0,19553
170,657.133,30.0,19713
171,660.133,30.0,19803
172,663.133,30.0,19893
173,669.0,30.0,20070
174,674.4,30.0,20232
175,678.7,30.0,20361
176,683.933,30.0,20517
177,690.167,30.0,20705
178,694.667,30.0,20840
179,700.667,30.0,21020
180,707.667,30.0,21230
181,712.333,30.0,21369
182,717.8,30.0,21534
183,724.167,30.0,21725
184,729.467,30.0,21884
185,732.467,30.0,21974
186,735.9,30.0,22077
187,739.667,30.0,22190
188,745.933,30.0,22377
189,749.6,30.0,22488
190,753.9,30.0,22617
191,756.967,30.0,22709
192,758.967,30.0,22769
193,763.167,30.0,22895
194,764.167,30.0,22925
195,769.167,30.0,23075
196,770.167,30.0,23105
197,774.7,30.0,23241
198,777.7,30.0,23331
199,784.4,30.0,23532
200,788.1,30.0,23643
201,793.7,30.0,23811
202,796.1,30.0,23883
203,798.967,30.0,23969
204,802.2,30.0,24066
205,806.867,30.0,24206
206,813.133,30.0,24393
207,817.133,30.0,24513
208,821.067,30.0,24632
209,826.2,30.0,24786
210,829.0,30.0,24870
211,833.2,30.0,24996
212,835.767,30.0,25073
213,838.967,30.0,25169
214,842.8,30.0,25284
215,849.8,30.0,25494
216,853.8,30.0,25614
217,856.867,30.0,25706
218,858.9,30.0,25767
219,861.6,30.0,25848
220,866.6,30.0,25998
221,871.6,30.0,26148
222,873.8,30.0,26214
223,875.767,30.0,26273
224,881.167,30.0,26435
225,882.167,30.0,26465
226,888.4,30.0,26652
227,895.2,30.0,26856
228,898.2,30.0,26946
229,903.1,30.0,27093
230,907.1,30.0,27213
231,911.967,30.0,27359
232,918.967,30.0,27569
233,922.6,30.0,27678
234,926.967,30.0,27809
235,931.6,30.0,27948
236,936.567,30.0,28097
237,943.4,30.0,28302
238,946.4,30.0,28392
239,948.767,30.0,28463
240,950.767,30.0,28523
241,955.967,30.0,28679
242,959.567,30.0,28787
243,961.967,30.0,28859
244,967.3,30.0,29019
245,969.733,30.0,29091
246,972.5,30.0,29175
247,973.967,30.0,29219
248,978.333,30.0,29349
249,984.367,30.0,29531
250,987.533,30.0,29625
251,988.533,30.0,29655
252,995.533,30.0,29865
253,1001.17,30.0,30035
254,1006.13,30.0,30183
255,1012.87,30.0,30386
256,1017.47,30.0,30524
257,1020.53,30.0,30615
258,1027.47,30.0,30824
259,1030.47,30.0,30914
260,1034.8,30.0,31044
261,1040.87,30.0,31226
262,1046.87,30.0,31406
263,1049.87,30.0,31496
264,1055.17,30.0,31655
265,1059.57,30.0,31787
266,1065.17,30.0,31955
267,1067.97,30.0,32039
268,1070.77,30.0,32123
269,1073.97,30.0,32219
270,1075.97,30.0,32279
271,1080.97,30.0,32429
272,1085.97,30.0,32579
273,1088.97,30.0,32669
1,0.0,25.0,0
2,3.6,25.0,90
3,10.6,25.0,265
4,14.88,25.0,372
5,16.16,25.0,404
6,19.44,25.0,486
7,21.24,25.0,531
8,24.28,25.0,607
9,26.24,25.0,656
10,30.0,25.0,750
11,33.24,25.0,831
12,40.24,25.0,1006
13,46.96,25.0,1174
14,53.96,25.0,1349
15,55.36,25.0,1384
16,58.8,25.0,1470
17,61.48,25.0,1537
18,62.4,25.0,1560
19,66.52,25.0,1663
20,69.52,25.0,1738
21,74.4,25.0,1860
22,77.64,25.0,1941
23,80.24,25.0,2005
24,85.68,25.0,2142
25,91.12,25.0,2278
26,92.12,25.0,2303
27,93.6,25.0,2340
28,95.6,25.0,2390
29,99.04,25.0,2476
30,100.8,25.0,2520
31,104.4,25.0,2610
32,108.0,25.0,2700
33,111.32,25.0,2783
34,114.52,25.0,2863
35,121.52,25.0,3038
36,127.2,25.0,3180
37,132.0,25.0,3300
38,136.84,25.0,3421
39,141.6,25.0,3540
40,145.2,25.0,3629
41,148.12,25.0,3703
42,150.0,25.0,3750
43,156.56,25.0,3914
44,162.0,25.0,4050
45,167.96,25.0,4199
46,172.56,25.0,4314
47,178.44,25.0,4461
48,178.8,25.0,4470
49,181.08,25.0,4527
50,183.6,25.0,4590
51,186.6,25.0,4665
52,189.6,25.0,4740
53,195.6,25.0,4890
54,200.4,25.0,5010
55,207.4,25.0,5185
56,212.4,25.0,5310
57,216.88,25.0,5422
58,223.24,25.0,5581
59,226.32,25.0,5658
60,229.76,25.0,5744
61,230.92,25.0,5773
62,232.8,25.0,5820
63,237.52,25.0,5938
64,239.4,25.0,5985
65,244.48,25.0,6112
66,245.6,25.0,6140
67,251.96,25.0,6299
68,256.76,25.0,6419
69,258.8,25.0,6470
70,263.12,25.0,6578
71,269.24,25.0,6731
72,275.48,25.0,6887
73,282.48,25.0,7062
74,286.16,25.0,7154
75,291.08,25.0,7277
76,291.6,25.0,7290
77,295.2,25.0,7380
78,298.8,25.0,7470
79,303.6,25.0,7590
80,306.4,25.0,7659
81,309.6,25.0,7740
82,313.68,25.0,7842
83,314.4,25.0,7859
84,318.0,25.0,7950
85,324.0,25.0,8100
86,330.32,25.0,8258
87,333.72,25.0,8343
88,337.2,25.0,8430
89,342.0,25.0,8550
90,343.2,25.0,8580
91,346.2,25.0,8655
92,350.04,25.0,8751
93,354.0,25.0,8850
94,360.0,25.0,9000
95,365.4,25.0,9135
96,366.0,25.0,9150
97,369.84,25.0,9246
98,374.64,25.0,9366
99,376.76,25.0,9419
100,378.68,25.0,9467
101,381.6,25.0,9540
102,388.6,25.0,9715
103,393.84,25.0,9846
104,399.6,25.0,9990
105,406.04,25.0,10151
106,409.08,25.0,10227
107,412.08,25.0,10302
108,415.2,25.0,10380
109,420.12,25.0,10503
110,421.4,25.0,10535
111,424.4,25.0,10610
112,426.0,25.0,10650
113,430.8,25.0,10770
114,432.6,25.0,10815
115,436.8,25.0,10920
116,439.04,25.0,10976
117,442.8,25.0,11070
118,444.0,25.0,11100
119,447.12,25.0,11178
120,448.8,25.0,11220
121,450.64,25.0,11266
122,452.4,25.0,11310
123,456.4,25.0,11410
124,458.4,25.0,11460
125,461.8,25.0,11545
126,463.32,25.0,11583
127,468.0,25.0,11700
128,473.4,25.0,11835
129,476.4,25.0,11910
130,481.2,25.0,12030
131,484.8,25.0,12120
132,488.4,25.0,12210
133,492.0,25.0,12300
134,498.12,25.0,12453
135,499.32,25.0,12483
136,504.0,25.0,12600
137,506.52,25.0,12663
138,510.0,25.0,12750
139,513.4,25.0,12835
140,517.0,25.0,12925
141,517.2,25.0,12930
142,524.2,25.0,13105
143,528.04,25.0,13201
144,534.8,25.0,13369
145,541.2,25.0,13530
146,546.08,25.0,13652
147,548.72,25.0,13718
148,552.0,25.0,13800
149,558.0,25.0,13950
150,564.0,25.0,14100
151,570.0,25.0,14250
152,572.12,25.0,14303
153,574.8,25.0,14369
154,578.32,25.0,14458
155,581.16,25.0,14529
156,586.8,25.0,14669
157,590.96,25.0,14774
158,592.8,25.0,14819
159,596.72,25.0,14918
160,603.72,25.0,15093
161,608.4,25.0,15210
162,613.2,25.0,15330
163,616.8,25.0,15419
164,621.16,25.0,15529
165,623.64,25.0,15591
166,627.6,25.0,15690
167,629.96,25.0,15749
168,633.52,25.0,15838
169,638.4,25.0,15960
170,644.4,25.0,16110
171,648.32,25.0,16208
172,650.8,25.0,16269
173,653.76,25.0,16344
174,656.84,25.0,16421
175,663.68,25.0,16592
176,667.2,25.0,16680
177,671.72,25.0,16793
178,677.28,25.0,16932
179,680.76,25.0,17019
180,685.92,25.0,17148
181,689.96,25.0,17249
182,692.4,25.0,17310
183,696.0,25.0,17400
184,702.0,25.0,17550
185,706.8,25.0,17670
186,709.0,25.0,17725
187,712.72,25.0,17818
188,715.28,25.0,17882
189,718.8,25.0,17970
190,725.8,25.0,18145
191,732.0,25.0,18300
192,738.68,25.0,18467
193,744.0,25.0,18600
194,748.04,25.0,18701
195,750.0,25.0,18750
196,753.44,25.0,18836
197,756.56,25.0,18914
198,761.36,25.0,19034
199,763.48,25.0,19087
200,770.4,25.0,19260
201,775.4,25.0,19385
202,777.4,25.0,19435
203,780.56,25.0,19514
204,785.64,25.0,19641
205,787.84,25.0,19696
206,790.68,25.0,19767
207,795.6,25.0,19890
208,802.6,25.0,20065
209,806.64,25.0,20166
210,809.68,25.0,20242
211,810.0,25.0,20250
212,813.64,25.0,20341
213,818.32,25.0,20458
214,825.0,25.0,20625
215,830.4,25.0,20760
216,837.28,25.0,20932
217,840.72,25.0,21018
218,843.6,25.0,21090
219,846.0,25.0,21150
220,848.4,25.0,21210
221,852.0,25.0,21300
222,859.0,25.0,21475
223,866.0,25.0,21650
224,873.0,25.0,21825
225,879.6,25.0,21990
226,884.04,25.0,22101
227,884.4,25.0,22110
228,888.84,25.0,22221
229,889.2,25.0,22230
230,895.2,25.0,22380
231,900.72,25.0,22518
232,902.2,25.0,22555
233,907.0,25.0,22675
234,913.2,25.0,22830
235,918.44,25.0,22961
236,919.2,25.0,22980
237,922.32,25.0,23058
238,924.0,25.0,23100
239,924.52,25.0,23113
240,929.28,25.0,23232
241,930.0,25.0,23250
242,931.72,25.0,23293
243,936.0,25.0,23400
244,942.0,25.0,23550
245,949.0,25.0,23725
246,952.52,25.0,23813
247,959.52,25.0,23988
248,966.0,25.0,24150
249,972.0,25.0,24300
250,977.56,25.0,24439
251,981.12,25.0,24528
252,984.4,25.0,24610
253,987.6,25.0,24690
254,992.4,25.0,24810
255,997.2,25.0,24930
256,1000.8,25.0,25020
257,1006.08,25.0,25152
258,1007.64,25.0,25191
259,1012.32,25.0,25308
260,1014.0,25.0,25350
261,1020.0,25.0,25500
262,1023.6,25.0,25590
263,1026.56,25.0,25664
264,1029.6,25.0,25739
265,1030.64,25.0,25766
266,1035.6,25.0,25889
267,1041.6,25.0,26039
268,1044.88,25.0,26122
269,1048.12,25.0,26202
270,1054.8,25.0,26370
271,1058.4,25.0,26460
272,1062.0,25.0,26550
273,1064.96,25.0,26624
274,1068.56,25.0,26714
275,1071.76,25.0,26794
276,1074.0,25.0,26850
277,1077.6,25.0,26939
278,1081.72,25.0,27043
279,1083.84,25.0,27095
280,1090.8,25.0,27270
281,1094.88,25.0,27372
282,1101.6,25.0,27539
283,1106.4,25.0,27660
284,1111.76,25.0,27794
285,1116.0,25.0,27900
286,1122.48,25.0,28062
287,1122.96,25.0,28074
288,1126.8,25.0,28170
289,1133.4,25.0,28335
290,1136.4,25.0,28410
291,1141.2,25.0,28530
292,1147.2,25.0,28680
293,1152.2,25.0,28805
294,1153.2,25.0,28830
295,1158.96,25.0,28974
296,1164.0,25.0,29100
297,1165.28,25.0,29132
298,1167.56,25.0,29189
299,1170.28,25.0,29257
300,1173.16,25.0,29329
301,1174.48,25.0,29362
302,1176.28,25.0,29407
303,1177.84,25.0,29445
304,1179.6,25.0,29489
305,1185.28,25.0,29632
306,1188.28,25.0,29707
307,1192.44,25.0,29811
308,1195.2,25.0,29880
309,1199.68,25.0,29992
310,1204.36,25.0,30108
311,1204.8,25.0,30120
312,1205.76,25.0,30144
313,1210.8,25.0,30270
314,1214.4,25.0,30360
315,1218.0,25.0,30450
1,0.0,30.0,0
2,3.0,30.0,90
3,10.0,30.0,300
4,13.3667,30.0,401
5,15.5667,30.0,467
6,16.8,30.0,504
7,20.6667,30.0,620
8,25.6,30.0,768
9,26.6,30.0,798
10,30.6667,30.0,920
11,31.2,30.0,936
12,32.7333,30.0,981
13,36.7333,30.0,1101
14,43.7333,30.0,1311
15,47.9,30.0,1437
16,52.7,30.0,1581
17,54.6,30.0,1638
18,56.6,30.0,1698
19,58.4667,30.0,1754
20,64.7667,30.0,1943
21,69.6,30.0,2088
22,72.6,30.0,2178
23,75.1667,30.0,2255
24,76.5333,30.0,2295
25,79.1,30.0,2373
26,85.3667,30.0,2561
27,90.3,30.0,2709
28,91.9667,30.0,2759
29,93.7667,30.0,2813
30,98.3333,30.0,2949
31,104.9,30.0,3147
32,109.267,30.0,3278
33,112.133,30.0,3363
34,114.967,30.0,3449
35,119.767,30.0,3593
36,120.7,30.0,3621
37,127.7,30.0,3831
38,131.7,30.0,3950
39,138.7,30.0,4161
40,141.7,30.0,4251
41,148.067,30.0,4442
42,154.7,30.0,4641
43,158.7,30.0,4761
44,159.933,30.0,4797
45,164.167,30.0,4925
46,170.8,30.0,5124
47,177.733,30.0,5331
48,180.733,30.0,5421
49,185.0,30.0,5550
50,190.6,30.0,5718
51,196.167,30.0,5885
52,201.4,30.0,6042
53,204.133,30.0,6123
54,206.2,30.0,6186
55,213.2,30.0,6396
56,218.2,30.0,6546
57,221.2,30.0,6636
58,228.1,30.0,6843
59,232.2,30.0,6966
60,237.933,30.0,7137
61,241.333,30.0,7239
62,243.667,30.0,7310
63,250.333,30.0,7509
64,254.167,30.0,7625
65,255.167,30.0,7655
66,258.3,30.0,7749
67,263.2,30.0,7896
68,265.3,30.0,7959
69,269.167,30.0,8075
70,272.0,30.0,8160
71,275.667,30.0,8270
72,279.467,30.0,8384
73,281.0,30.0,8430
74,287.133,30.0,8613
75,291.567,30.0,8747
76,294.567,30.0,8837
77,296.067,30.0,8882
78,300.933,30.0,9027
79,303.767,30.0,9113
80,305.767,30.0,9173
81,311.867,30.0,9356
82,314.733,30.0,9441
83,317.167,30.0,9515
84,319.6,30.0,9588
85,322.9,30.0,9687
86,326.867,30.0,9806
87,328.967,30.0,9869
88,333.4,30.0,10002
89,338.467,30.0,10154
90,342.133,30.0,10263
91,343.667,30.0,10310
92,347.1,30.0,10413
93,349.367,30.0,10481
94,350.367,30.0,10511
95,353.4,30.0,10602
96,356.067,30.0,10682
97,363.067,30.0,10892
98,370.067,30.0,11102
99,374.067,30.0,11222
100,379.933,30.0,11397
101,385.933,30.0,11577
102,392.2,30.0,11766
103,398.0,30.0,11940
104,400.767,30.0,12023
105,404.367,30.0,12131
106,406.1,30.0,12183
107,407.8,30.0,12234
108,412.5,30.0,12375
109,417.4,30.0,12522
110,419.367,30.0,12581
111,421.3,30.0,12639
112,423.467,30.0,12704
113,427.467,30.0,12824
114,428.9,30.0,12867
115,430.467,30.0,12914
116,431.267,30.0,12938
117,433.3,30.0,12999
118,435.2,30.0,13056
119,437.167,30.0,13115
120,439.533,30.0,13185
121,443.867,30.0,13316
122,446.533,30.0,13395
123,450.533,30.0,13515
124,455.2,30.0,13656
125,457.3,30.0,13719
126,464.3,30.0,13929
127,469.3,30.0,14079
128,472.3,30.0,14169
129,476.967,30.0,14309
130,480.3,30.0,14409
131,484.5,30.0,14535
132,486.733,30.0,14601
133,491.933,30.0,14757
134,498.4,30.0,14952
135,503.4,30.0,15102
136,509.933,30.0,15297
137,516.3,30.0,15488
138,523.3,30.0,15698
139,528.867,30.0,15866
140,533.267,30.0,15998
141,540.267,30.0,16208
142,543.667,30.0,16310
143,548.9,30.0,16467
144,554.567,30.0,16637
145,557.567,30.0,16727
146,564.533,30.0,16935
147,569.767,30.0,17093
148,573.3,30.0,17199
149,580.2,30.0,17406
150,583.933,30.0,17517
151,588.067,30.0,17642
152,592.267,30.0,17768
153,594.9,30.0,17847
154,601.9,30.0,18057
155,606.9,30.0,18207
156,611.267,30.0,18338
157,618.267,30.0,18548
158,622.567,30.0,18677
159,626.533,30.0,18795
160,632.2,30.0,18966
161,635.267,30.0,19058
162,642.267,30.0,19268
163,647.067,30.0,19412
164,652.067,30.0,19562
165,658.1,30.0,19743
166,661.1,30.0,19833
167,666.1,30.0,19983
168,673.1,30.0,20193
169,677.6,30.0,20328
170,681.7,30.0,20451
171,687.533,30.0,20625
172,691.2,30.0,20736
173,694.2,30.0,20826
174,698.867,30.0,20966
175,699.867,30.0,20996
176,704.367,30.0,21131
177,707.133,30.0,21213
178,710.2,30.0,21306
179,713.5,30.0,21405
180,716.1,30.0,21483
181,718.733,30.0,21561
182,721.9,30.0,21657
183,727.4,30.0,21822
184,730.533,30.0,21915
185,733.2,30.0,21996
186,738.2,30.0,22146
187,742.0,30.0,22260
188,749.0,30.0,22470
189,753.0,30.0,22590
190,756.067,30.0,22682
191,762.067,30.0,22862
192,766.367,30.0,22991
193,769.4,30.0,23082
194,771.367,30.0,23141
195,776.733,30.0,23301
196,783.367,30.0,23501
197,786.533,30.0,23595
198,790.8,30.0,23724
199,797.133,30.0,23913
200,802.567,30.0,24077
201,807.733,30.0,24231
202,810.3,30.0,24309
203,813.3,30.0,24399
204,816.3,30.0,24489
205,817.5,30.0,24525
206,821.8,30.0,24654
207,825.967,30.0,24779
208,827.933,30.0,24837
209,834.933,30.0,25047
210,839.667,30.0,25190
211,846.667,30.0,25400
212,852.567,30.0,25577
213,855.733,30.0,25671
214,862.7,30.0,25881
215,867.1,30.0,26013
216,874.1,30.0,26223
217,879.567,30.0,26387
218,886.3,30.0,26589
219,889.5,30.0,26685
220,896.433,30.0,26892
221,899.467,30.0,26984
222,906.467,30.0,27194
223,909.333,30.0,27279
224,910.333,30.0,27309
225,916.467,30.0,27494
226,923.467,30.0,27704
227,930.467,30.0,27914
228,935.933,30.0,28077
229,938.933,30.0,28167
230,943.933,30.0,28317
231,948.567,30.0,28457
232,953.0,30.0,28590
233,959.967,30.0,28799
234,965.067,30.0,28952
235,968.8,30.0,29064
236,973.733,30.0,29211
237,979.667,30.0,29390
238,986.667,30.0,29600
239,990.667,30.0,29720
240,997.167,30.0,29915
241,1001.8,30.0,30054
242,1006.5,30.0,30195
243,1012.47,30.0,30374
244,1019.47,30.0,30584
245,1023.3,30.0,30699
246,1028.17,30.0,30845
247,1035.17,30.0,31055
248,1038.17,30.0,31145
249,1043.33,30.0,31299
250,1047.33,30.0,31419
251,1051.33,30.0,31539
252,1056.33,30.0,31689
253,1060.3,30.0,31809
254,1064.93,30.0,31947
255,1071.37,30.0,32141
256,1078.37,30.0,32351
257,1081.53,30.0,32445
258,1085.53,30.0,32565
259,1090.53,30.0,32715
260,1096.47,30.0,32894
261,1101.4,30.0,33042
262,1106.53,30.0,33195
263,1113.53,30.0,33405
264,1119.57,30.0,33587
265,1123.07,30.0,33692
266,1128.07,30.0,33842
1,0.0,30.0,0
2,3.0,30.0,90
3,10.0,30.0,300
4,16.0667,30.0,482
5,18.3667,30.0,551
6,20.1,30.0,603
7,23.3667,30.0,701
8,28.4667,30.0,854
9,33.4,30.0,1002
10,36.6667,30.0,1100
11,39.3667,30.0,1181
12,41.8667,30.0,1256
13,48.8667,30.0,1466
14,53.7,30.0,1611
15,57.3667,30.0,1721
16,64.3,30.0,1929
17,67.3,30.0,2019
18,70.6667,30.0,2120
19,74.0,30.0,2220
20,77.0,30.0,2310
21,79.5333,30.0,2385
22,81.9,30.0,2457
23,84.3333,30.0,2529
24,88.3667,30.0,2651
25,95.3667,30.0,2861
26,102.367,30.0,3071
27,109.367,30.0,3281
28,111.333,30.0,3339
29,113.533,30.0,3405
30,120.167,30.0,3605
31,124.267,30.0,3728
32,126.667,30.0,3800
33,131.5,30.0,3945
34,135.467,30.0,4064
35,136.967,30.0,4109
36,141.7,30.0,4251
37,145.167,30.0,4355
38,150.5,30.0,4515
39,155.733,30.0,4671
40,157.367,30.0,4721
41,159.6,30.0,4788
42,163.067,30.0,4892
43,164.733,30.0,4941
44,166.5,30.0,4995
45,168.167,30.0,5045
46,175.167,30.0,5255
47,181.2,30.0,5436
48,187.333,30.0,5619
49,192.333,30.0,5769
50,199.333,30.0,5979
51,206.333,30.0,6189
52,208.3,30.0,6249
53,212.667,30.0,6380
54,216.4,30.0,6492
55,220.3,30.0,6609
56,223.167,30.0,6695
57,226.6,30.0,6798
58,230.4,30.0,6912
59,233.333,30.0,6999
60,234.8,30.0,7044
61,237.567,30.0,7127
62,239.767,30.0,7193
63,241.7,30.0,7251
64,246.333,30.0,7389
65,249.333,30.0,7479
66,256.067,30.0,7682
67,259.067,30.0,7772
68,263.1,30.0,7893
69,267.667,30.0,8030
70,273.133,30.0,8193
71,274.5,30.0,8235
72,277.767,30.0,8333
73,281.333,30.0,8439
74,283.767,30.0,8513
75,286.0,30.0,8580
76,289.967,30.0,8699
77,292.333,30.0,8769
78,295.333,30.0,8859
79,302.333,30.0,9069
80,305.9,30.0,9177
81,307.933,30.0,9237
82,310.367,30.0,9311
83,313.533,30.0,9405
84,314.533,30.0,9435
85,318.467,30.0,9554
86,325.467,30.0,9764
87,330.933,30.0,9927
88,336.133,30.0,10083
89,340.867,30.0,10226
90,343.6,30.0,10308
91,347.333,30.0,10419
92,353.4,30.0,10602
93,355.367,30.0,10661
94,358.333,30.0,10749
95,363.767,30.0,10913
96,366.167,30.0,10985
97,369.533,30.0,11085
98,372.333,30.0,11169
99,375.2,30.0,11256
100,378.2,30.0,11346
101,382.767,30.0,11483
102,387.3,30.0,11619
103,392.6,30.0,11778
104,398.2,30.0,11946
105,402.967,30.0,12089
106,407.9,30.0,12237
107,410.9,30.0,12327
108,413.967,30.0,12419
109,419.567,30.0,12587
110,422.567,30.0,12677
111,428.767,30.0,12863
112,431.733,30.0,12951
113,435.767,30.0,13073
114,440.8,30.0,13224
115,443.8,30.0,13314
116,449.967,30.0,13499
117,456.4,30.0,13692
118,463.4,30.0,13902
119,467.4,30.0,14022
120,471.333,30.0,14139
121,474.4,30.0,14232
122,479.333,30.0,14379
123,483.133,30.0,14493
124,489.667,30.0,14690
125,493.5,30.0,14805
126,498.5,30.0,14955
127,504.7,30.0,15141
128,504.8,30.0,15144
129,510.567,30.0,15317
130,515.7,30.0,15471
131,520.5,30.0,15615
132,523.7,30.0,15711
133,530.067,30.0,15902
134,537.067,30.0,16112
135,544.067,30.0,16322
136,549.133,30.0,16473
137,554.3,30.0,16629
138,557.3,30.0,16719
139,564.267,30.0,16928
140,567.267,30.0,17018
141,574.2,30.0,17226
142,577.567,30.0,17327
143,582.933,30.0,17487
144,584.567,30.0,17537
145,591.567,30.0,17747
146,596.0,30.0,17880
147,602.567,30.0,18077
148,608.467,30.0,18254
149,615.4,30.0,18462
150,619.4,30.0,18582
151,623.8,30.0,18714
152,624.8,30.0,18744
153,627.967,30.0,18839
